filename,class
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/165.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/227.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/164.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/119.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/221.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/089.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/297.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/257.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/102.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/120.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/009.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/028.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/077.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/161.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/325.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/234.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/024.JPG,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/215.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/213.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/208.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/131.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/103.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/162.jpg,butter_naan
/content/food-image-classification-dataset/Food Classification dataset/butter_naan/113.jpg,butter_naan
